cliente_id,cnpj,razao_social,segmento,cidade,uf,bairro,data_cadastro,ativo
2300,01134496895092,Loja Diamante S/A,E-commerce de peças,Salvador,BA,Asa Sul,2026-02-22,S
2301, 94972547204744 ,Peças e Serviços Titan ME,Auto center,Manaus,AM,Centro,2023-12-19,S
2302,51444465748145,Distribuidora Speed EIRELI,Rede de autopeças,Recife,PE,Higienópolis,2023-10-10,S
2303,43.178.421/3913-69,Importadora Motor LTDA ME,Funilaria e pintura,São Paulo,SP,Batel,2021-11-14,S
2304,15422412503834,Comércio de Peças Diamante LTDA ME,Concessionária,Fortaleza,CE,Jardins,31/12/2025,S
2305,97.537.006/3239-98,Auto Elétrica Estrada EIRELI,Auto center,Rio de Janeiro,RJ,Centro,2021-07-22,S
2306,37558263218945,COMERCIAL RODA LIVRE S/A,Oficina mecânica,Brasília,DF,Moema,2024-02-10,S
2307,99.428.178/3420-64,Auto Peças Fênix EIRELI,Oficina mecânica,Rio de Janeiro,RJ,Setor Bueno,2026-04-26,S
2308,19.720.409/3242-43,Centro Automotivo Garra ME,Retífica de motores,Fortaleza,CE,Meireles,2024-06-28,S
2309,30.872.447/8390-71,Peças e Serviços União S/A,Oficina mecânica,Porto Alegre,RS,Vila Madalena,2025-02-19,S
2310,02419827244952,Auto Elétrica Ouro S/A,Retífica de motores,Rio de Janeiro,RJ,Moema,2024-06-17,S
2311,77895166501800,Auto Elétrica Titan LTDA ME,Autopeças independente,Goiânia,GO,Savassi,2022-08-01,S
2312,31625751000366,Auto Elétrica Rota LTDA ME,E-commerce de peças,Belo Horizonte,MG,Barra,2021-08-28,S
2313,18458163021291,COMERCIAL RODOVIA EIRELI,Funilaria e pintura,Fortaleza,CE,Moema,2025-10-22,S
2314,80.310.262/3705-06,Auto Elétrica Anhanguera ME,Concessionária,Campinas,SP,Batel,2022-02-14,S
2315,46547631691455,Distribuidora Líder ME,Funilaria e pintura,Salvador,BA,Meireles,2025-08-13,S
2316,66.762.267/6174-79,MECÂNICA OURO ME,Oficina mecânica,Porto Alegre,RS,Boa Viagem,2024-08-08,S
2317,96425497806437,Comércio de Peças Rodovia ME,Rede de autopeças,Salvador,BA,Bela Vista,2024-03-15,S
2318,11.601.565/3995-21,Importadora Bosch Car EIRELI,Oficina mecânica,Curitiba,PR,Ipanema,2024-02-18,N
2319,43.790.868/0883-58,Distribuidora Veloz EIRELI,Funilaria e pintura,Manaus,AM,Higienópolis,2022-08-07,S
2320,79974254290436,Casa das Peças Potência EIRELI,Oficina mecânica,Goiânia,GO,Pituba,2026-01-02,S
2321,50786725308158,Comércio de Peças Popular S/A,Rede de autopeças,Brasília,DF,Savassi,2024-08-21,S
2322,32467199927523,Importadora União S/A,Autopeças independente,Goiânia,GO,Ipanema,2022-03-17,S
2323,63518757053209,Auto Peças Potência LTDA,Funilaria e pintura,Campinas,SP,Setor Bueno,2023-04-17,S
2324,19.729.410/3675-80,Loja Nacional S/A,Funilaria e pintura,Porto Alegre,RS,Moema,2022-07-01,S
2325,13037097184679,Auto Center Rodovia LTDA ME,Auto center,Fortaleza,CE,Savassi,2024-05-08,S
2326, 27592746010069 ,Distribuidora Central LTDA ME,Autopeças independente,Goiânia,GO,Bela Vista,2022-03-10,S
2327,66.180.610/8537-00,Rede Nacional ME,Retífica de motores,Salvador,BA,Savassi,22/09/2024,S
2328,83905101181693,Casa das Peças Max LTDA ME,Retífica de motores,Recife,PE,Bela Vista,2023-03-01,S
2329,01.494.116/3282-25,Loja União EIRELI,E-commerce de peças,Rio de Janeiro,RJ,Pinheiros,2024-01-16,S
2330,21170254496550,Auto Peças Nacional S/A,Concessionária,Fortaleza,CE,Batel,2023-10-16,S
2331,80575950242426,Auto Parts Potência LTDA ME,Concessionária,Porto Alegre,RS,Setor Bueno,2025-09-19,S
2332,13.202.061/3920-31,Auto Elétrica Diamante EIRELI,Rede de autopeças,Fortaleza,CE,Boa Viagem,2021-09-24,S
2333,78073900496309,Comércio de Peças Guará S/A,Auto center,Manaus,AM,Boa Viagem,03/07/2022,S
2334,96499104716495,RETÍFICA DO SUL EIRELI,Oficina mecânica,Manaus,AM,Vila Madalena,2023-03-25,S
2335,13715342789328,Auto Elétrica União LTDA ME,Concessionária,Fortaleza,CE,Cambuí,25/01/2022,S
2336, 84274946454030 ,Importadora Central LTDA ME,E-commerce de peças,Manaus,AM,Setor Bueno,12/12/2024,S
2337,88232345335668,Auto Peças Guará EIRELI,Rede de autopeças,Curitiba,PR,Batel,2023-10-06,S
2338,98.013.376/1915-77,Comercial Ouro EIRELI,Retífica de motores,Curitiba,PR,Bela Vista,2025-07-16,S
2339, 23153942811587 ,Distribuidora Nobre S/A,Retífica de motores,Recife,PE,Ipanema,2022-05-26,N
2340,92.151.098/1009-44,Retífica Anhanguera ME,Auto center,Fortaleza,CE,Pinheiros,2025-01-21,S
2341, 42763808263267 ,AUTO CENTER RODA LIVRE ME,Retífica de motores,Goiânia,GO,Jardins,2022-05-01,S
2342, 98714142642930 ,Loja Speed LTDA,E-commerce de peças,Curitiba,PR,Meireles,2022-07-24,S
2343,81674289540584,Rede Guará ME,E-commerce de peças,Curitiba,PR,Pituba,2022-01-04,S
2344,45.979.898/2245-54,Importadora Fênix LTDA,E-commerce de peças,Belo Horizonte,MG,Setor Bueno,2024-07-09,S
2345,61.177.854/5390-57,Auto Center União S/A,Concessionária,Goiânia,GO,Meireles,2021-08-09,S
2346,30025539525637,Comercial Cruzeiro EIRELI,Funilaria e pintura,Salvador,BA,Ipanema,2021-12-08,S
2347, 01311175173358 ,Comercial Apex ME,E-commerce de peças,Fortaleza,CE,Moema,2023-07-28,S
2348,44387871713593,Mecânica Prime EIRELI,Retífica de motores,Goiânia,GO,Boa Viagem,2022-09-19,S
2349,73964331612099,Centro Automotivo Rodovia LTDA ME,Rede de autopeças,Belo Horizonte,MG,Batel,2023-11-17,S
2350,75.153.672/0975-06,Auto Elétrica Marajó ME,Retífica de motores,Fortaleza,CE,Higienópolis,2022-07-25,S
2351,68.594.416/4933-11,Auto Parts Central ME,Oficina mecânica,Manaus,AM,Batel,2024-03-07,S
2352,60363235185229,Auto Peças Central ME,Oficina mecânica,São Paulo,SP,Jardins,2024-03-03,S
2353,39871484544300,Auto Peças Apex LTDA ME,Oficina mecânica,Manaus,AM,Setor Bueno,2022-01-25,S
2354,65183163325336,Auto Parts Ultra LTDA ME,Oficina mecânica,Porto Alegre,RS,Jardins,2025-12-12,S
2355,25.076.660/6950-85,Importadora União S/A,Autopeças independente,São Paulo,SP,Ipanema,2023-11-03,S
2356,32647414124043,Importadora Bandeirante EIRELI,E-commerce de peças,Manaus,AM,Pinheiros,2021-06-25,N
2357,18208716388193,Importadora Popular S/A,Concessionária,São Paulo,SP,Barra,2021-05-29,S
2358,98.792.165/0181-75,Importadora União LTDA,Autopeças independente,Rio de Janeiro,RJ,Vila Madalena,2022-02-09,S
2359,52.262.491/5289-32,Rede Ipê LTDA ME,Rede de autopeças,Campinas,SP,Meireles,2025-10-19,N
2360,97.493.135/2762-55,Auto Elétrica do Sul LTDA,Rede de autopeças,Rio de Janeiro,RJ,Bela Vista,2023-04-15,S
2361,66516391727154,Auto Parts Prime LTDA,Rede de autopeças,Salvador,BA,Meireles,2021-09-02,S
2362,50334607496875,Peças e Serviços Popular EIRELI,E-commerce de peças,Curitiba,PR,Higienópolis,2022-03-03,S
2363, 73982125588774 ,Mecânica Fortaleza LTDA,Oficina mecânica,Brasília,DF,Meireles,2024-06-12,S
2364,65.086.569/9638-74,Auto Elétrica Cruzeiro EIRELI,Auto center,Campinas,SP,Cambuí,2023-01-10,S
2365,83410657299766,Importadora Apex LTDA ME,Concessionária,Campinas,SP,Jardins,2022-08-13,S
2366,33677744108439,Auto Peças Nova Era LTDA,Retífica de motores,Goiânia,GO,Meireles,2022-01-15,S
2367,09358271732031,Centro Automotivo Pista EIRELI,Rede de autopeças,Porto Alegre,RS,Bela Vista,2024-08-10,S
2368,88797888458795,REDE POTÊNCIA EIRELI,Auto center,Fortaleza,CE,Moema,2022-01-23,S
2369,46.190.692/3951-08,Auto Elétrica Titan LTDA ME,Auto center,Goiânia,GO,Vila Madalena,2023-07-11,S
2370, 99842003265030 ,Auto Center Anhanguera EIRELI,E-commerce de peças,Campinas,SP,Jardins,2022-11-23,S
2371,51.335.294/9576-03,Mecânica Veloz EIRELI,Retífica de motores,Recife,PE,Boa Viagem,2021-06-23,S
2372,70.453.868/7612-97,Auto Parts Guará ME,Concessionária,Goiânia,GO,Cambuí,2022-05-13,S
2373,43153834899531,Rede Anhanguera EIRELI,Autopeças independente,Rio de Janeiro,RJ,Jardins,2023-09-02,S
2374,24170364237331,Comercial Paulista EIRELI,Concessionária,São Paulo,SP,Aldeota,2023-07-11,S
2375,97621779429210,Importadora Aurora ME,Auto center,Brasília,DF,Cambuí,2024-02-02,S
2376,50796313240496,Rede Garra EIRELI,Rede de autopeças,Fortaleza,CE,Pinheiros,21/03/2024,S
2377,14570658686237,Rede Vitória LTDA ME,Auto center,Fortaleza,CE,Moema,2021-10-20,S
2378,39176707002279,Peças e Serviços Real ME,E-commerce de peças,Goiânia,GO,Setor Bueno,2022-04-17,S
2379,03987806465949,Auto Parts Aurora EIRELI,Rede de autopeças,São Paulo,SP,Bela Vista,2024-03-06,S
2380,93203922686870,Auto Elétrica Fortaleza S/A,Oficina mecânica,Porto Alegre,RS,Setor Bueno,2023-07-06,S
2381,65309246430813,AUTO CENTER NOBRE EIRELI,Auto center,Manaus,AM,Boa Viagem,2025-08-21,S
2382,35.094.557/3149-26,Loja Veloz LTDA,Auto center,Porto Alegre,RS,Higienópolis,2025-05-18,S
2383,80.710.024/5886-41,Auto Parts Econômica LTDA ME,Funilaria e pintura,Campinas,SP,Barra,03/02/2022,S
2384,39338338768838,Retífica Guará LTDA,Concessionária,Campinas,SP,Meireles,2022-06-08,S
2385,68165223507993,Auto Parts Brasil EIRELI,Auto center,Manaus,AM,Bela Vista,2021-12-24,N
2386,49.603.342/9950-86,Mecânica do Sul LTDA ME,Rede de autopeças,Brasília,DF,Moema,2025-02-05,S
2387,67.778.673/9718-19,Loja Nova Era S/A,Auto center,Fortaleza,CE,Barra,2024-06-01,S
2388,37406242610332,Rede Brasil LTDA ME,Auto center,Salvador,BA,Bela Vista,2023-02-07,S
2389,19.866.132/9406-35,Retífica Paulista S/A,Rede de autopeças,Goiânia,GO,Batel,2025-12-23,S
2390,85007284385800,PEÇAS E SERVIÇOS DO SUL ME,Rede de autopeças,Campinas,SP,Asa Sul,2021-06-04,S
2391,05.149.048/7359-75,DISTRIBUIDORA TITAN EIRELI,Oficina mecânica,Salvador,BA,Pinheiros,2025-06-21,S
2392,77997722226461,Retífica Popular ME,Funilaria e pintura,São Paulo,SP,Batel,2022-11-08,S
2393, 07697693805145 ,Importadora Diamante LTDA,Rede de autopeças,Salvador,BA,Vila Madalena,2023-04-28,S
2394,20.750.006/9915-58,Centro Automotivo Roda Livre ME,Funilaria e pintura,Rio de Janeiro,RJ,Asa Sul,2022-09-23,S
2395,52322148944139,Rede Turbo S/A,Retífica de motores,Recife,PE,Meireles,2021-06-18,S
2396, 81569590705695 ,Auto Parts Líder LTDA,Funilaria e pintura,Curitiba,PR,Bela Vista,2025-11-16,S
2397, 08117306993821 ,Comercial Ultra S/A,Auto center,Porto Alegre,RS,Pinheiros,2023-02-15,S
2398,30.284.052/1850-56,MECÂNICA RODOVIA S/A,Funilaria e pintura,Goiânia,GO,Vila Madalena,2024-05-18,N
2399,85896549818440,MECÂNICA ANHANGUERA LTDA ME,Rede de autopeças,Manaus,AM,Boa Viagem,2023-04-25,S
2400,05487487056623,Retífica Diamante LTDA,Autopeças independente,Campinas,SP,Setor Bueno,07/07/2024,S
2401,15012350665660,Loja Nobre EIRELI,Autopeças independente,Recife,PE,Vila Madalena,2025-08-24,S
2402,93793919474372,Comercial Onix EIRELI,Autopeças independente,Brasília,DF,Moema,28/06/2021,S
2403,60.910.276/4714-24,Rede Popular LTDA,Retífica de motores,Goiânia,GO,Vila Madalena,13/12/2024,S
2404,37738133098314,MECÂNICA PRIME LTDA,Funilaria e pintura,Belo Horizonte,MG,Pinheiros,2022-08-06,S
2405,28742565686680,Peças e Serviços Ultra EIRELI,Autopeças independente,Curitiba,PR,Ipanema,2022-10-19,S
2406,38157501543857,Auto Peças Marajó S/A,Autopeças independente,Manaus,AM,Asa Sul,2026-06-13,S
2407,14.881.514/4661-99,Retífica Master LTDA,Auto center,Manaus,AM,Vila Madalena,2022-10-04,S
2408, 26668854553637 ,Loja Econômica EIRELI,Oficina mecânica,Recife,PE,Jardins,2021-11-20,S
2409,44238162266484,Comércio de Peças Guará LTDA ME,Rede de autopeças,Curitiba,PR,Higienópolis,2024-01-25,S
2410,35.805.331/5131-35,Comércio de Peças Brasil LTDA ME,Auto center,Recife,PE,Pituba,2024-12-21,S
2411,79.372.239/1761-96,Distribuidora Prime EIRELI,Oficina mecânica,Porto Alegre,RS,Bela Vista,2025-02-22,S
2412,31.357.408/7474-07,Auto Peças Motor LTDA ME,Concessionária,Porto Alegre,RS,Pituba,2023-07-30,S
2413,77990618344251,Auto Elétrica Rota EIRELI,Oficina mecânica,Salvador,BA,Batel,2024-03-09,S
2414,28634840161706,Casa das Peças Turbo EIRELI,Retífica de motores,Salvador,BA,Barra,2023-04-05,S
2415, 20156914616415 ,Distribuidora Rota LTDA,Rede de autopeças,Salvador,BA,Moema,2025-12-31,S
2416, 78109071957145 ,Peças e Serviços Vitória S/A,Oficina mecânica,Rio de Janeiro,RJ,Ipanema,2024-02-06,S
2417,87368072966180,Importadora Potência EIRELI,Retífica de motores,Curitiba,PR,Aldeota,2021-09-02,S
2418,09.907.046/4450-30,LOJA ULTRA LTDA,Autopeças independente,Curitiba,PR,Jardins,2024-08-18,S
2419, 73300276327223 ,Loja Rodovia ME,Oficina mecânica,Brasília,DF,Pinheiros,2025-11-11,S
2420,90473535226549,Mecânica Speed ME,Funilaria e pintura,Salvador,BA,Ipanema,2025-08-19,S
2421,59964260600989,Centro Automotivo Motor LTDA,Autopeças independente,Campinas,SP,Barra,2025-05-20,S
2422, 41199136564025 ,Distribuidora do Sul LTDA,Concessionária,Recife,PE,Higienópolis,2023-01-20,S
2423,22384357993895,Auto Elétrica Rodovia LTDA,Concessionária,Goiânia,GO,Asa Sul,2021-06-16,S
2424,29.497.756/5512-88,Distribuidora Ipê LTDA ME,Funilaria e pintura,Salvador,BA,Vila Madalena,2022-10-20,S
2425,03101221338753,Auto Peças Guará ME,E-commerce de peças,Fortaleza,CE,Cambuí,2025-07-06,S
2426,74.988.396/8382-52,Loja Brasil ME,Funilaria e pintura,Salvador,BA,Barra,2022-08-02,S
2427,21.517.346/6068-99,Auto Center Veloz EIRELI,E-commerce de peças,Salvador,BA,Cambuí,27/10/2023,S
2428,08.010.302/2123-95,Rede Max ME,Rede de autopeças,Rio de Janeiro,RJ,Batel,2024-12-08,S
2429,14226326214453,AUTO PARTS MOTOR LTDA,Autopeças independente,Porto Alegre,RS,Pinheiros,2026-06-24,S
2430,78.801.159/1326-84,Casa das Peças Paulista EIRELI,Rede de autopeças,Fortaleza,CE,Vila Madalena,27/02/2025,S
2431,33693105719732,Rede Marajó EIRELI,Retífica de motores,São Paulo,SP,Aldeota,2023-07-19,S
2432,76260235640930,Mecânica Paulista LTDA,Retífica de motores,Brasília,DF,Higienópolis,2021-09-04,S
2433,69.999.381/9194-87,Casa das Peças Speed S/A,Concessionária,Goiânia,GO,Centro,2023-02-21,N
2434,15.517.586/3735-33,Auto Elétrica Paulista S/A,Autopeças independente,Porto Alegre,RS,Vila Madalena,2023-09-28,S
2435,68584311621065,Retífica Master S/A,E-commerce de peças,Brasília,DF,Ipanema,2024-03-13,S
2436,31.055.771/0302-75,Distribuidora Nacional S/A,Oficina mecânica,Porto Alegre,RS,Meireles,15/06/2021,S
2437,43.423.149/4521-25,Comercial Turbo LTDA,Rede de autopeças,Brasília,DF,Bela Vista,06/08/2021,S
2438,40999151414050,Importadora Speed EIRELI,Retífica de motores,São Paulo,SP,Asa Sul,2021-07-16,S
2439,63641226472543,Importadora Líder ME,Concessionária,Goiânia,GO,Pinheiros,12/06/2021,N
2440,24.081.744/2539-68,Comercial Nova Era S/A,Concessionária,Porto Alegre,RS,Centro,2022-10-11,S
2441,81224661428097,Centro Automotivo Brasil S/A,Auto center,Brasília,DF,Barra,2026-05-16,S
2442,59117533170253,Distribuidora Marajó LTDA ME,Auto center,Rio de Janeiro,RJ,Barra,2023-05-01,S
2443,58725371720153,Casa das Peças Max LTDA ME,Funilaria e pintura,Fortaleza,CE,Vila Madalena,2024-09-08,S
2444,13311519683948,Retífica Nacional EIRELI,Rede de autopeças,Porto Alegre,RS,Meireles,2025-10-28,N
2445,03491315653667,Auto Center do Sul EIRELI,Rede de autopeças,Goiânia,GO,Setor Bueno,2025-07-11,S
2446,82325348529799,Mecânica Ultra LTDA ME,Rede de autopeças,Belo Horizonte,MG,Barra,2023-06-26,S
2447,52197064064123,Casa das Peças União EIRELI,Autopeças independente,Curitiba,PR,Bela Vista,2024-03-29,S
2448,50.163.270/3491-41,Peças e Serviços Garra LTDA ME,Concessionária,Fortaleza,CE,Vila Madalena,2024-07-30,S
2449,72.126.454/3676-87,Comercial Bandeirante ME,E-commerce de peças,Belo Horizonte,MG,Bela Vista,29/03/2022,S
2450,01333279882170,Rede Onix LTDA,Rede de autopeças,Curitiba,PR,Pinheiros,17/09/2023,N
2451,49185147561603,Auto Peças Central LTDA ME,Oficina mecânica,Goiânia,GO,Vila Madalena,2021-08-13,S
2452,28.795.614/1096-61,AUTO ELÉTRICA CRUZEIRO LTDA ME,Funilaria e pintura,Belo Horizonte,MG,Jardins,2022-08-09,S
2453,50690303471120,REDE PRIME ME,Autopeças independente,Brasília,DF,Ipanema,2023-11-25,S
2454,12920722303358,Mecânica Bandeirante LTDA,Oficina mecânica,Salvador,BA,Pituba,2026-04-14,S
2455,38792787678236,DISTRIBUIDORA UNIÃO S/A,E-commerce de peças,Fortaleza,CE,Vila Madalena,2024-08-17,S
2456,44865743062068,Retífica Rodovia LTDA,E-commerce de peças,Porto Alegre,RS,Aldeota,2024-04-22,S
2457,98.113.008/4339-14,PEÇAS E SERVIÇOS RODA LIVRE LTDA ME,Retífica de motores,Belo Horizonte,MG,Barra,2024-03-13,S
2458,50749504432719,Auto Center Marajó EIRELI,Autopeças independente,São Paulo,SP,Asa Sul,2023-09-27,S
2459,61.693.624/0885-16,Comercial Cruzeiro LTDA,Retífica de motores,Rio de Janeiro,RJ,Cambuí,01/02/2026,S
2460,41037622659415,Auto Elétrica União LTDA,Funilaria e pintura,Campinas,SP,Barra,13/12/2023,S
2461, 11644668471329 ,Rede Motor S/A,Retífica de motores,Brasília,DF,Cambuí,2024-05-04,S
2462,51.185.811/0146-02,Auto Center Paulista S/A,Oficina mecânica,Campinas,SP,Bela Vista,2023-08-07,S
2463,01408123563167,Importadora Turbo LTDA ME,Concessionária,Goiânia,GO,Boa Viagem,2022-07-11,S
2464,88.478.718/1938-34,Auto Center Econômica EIRELI,Auto center,Campinas,SP,Centro,2021-11-15,S
2465,47308028213114,Peças e Serviços Guará ME,Retífica de motores,Manaus,AM,Setor Bueno,2026-06-07,S
2466,78942596349001,Peças e Serviços Bosch Car EIRELI,Funilaria e pintura,Goiânia,GO,Asa Sul,2022-02-20,S
2467,11303076617061,Rede Marajó LTDA ME,Rede de autopeças,Salvador,BA,Higienópolis,2022-06-30,S
2468,09.872.848/1818-69,Comércio de Peças União EIRELI,Funilaria e pintura,Belo Horizonte,MG,Ipanema,2022-06-19,S
2469,77.213.963/6209-16,Retífica Diamante LTDA,E-commerce de peças,Porto Alegre,RS,Boa Viagem,2024-08-17,S
2470,90170668637218,Loja Roda Livre EIRELI,Funilaria e pintura,Rio de Janeiro,RJ,Jardins,2022-08-20,S
2471, 70571265656416 ,Distribuidora Turbo EIRELI,Rede de autopeças,Porto Alegre,RS,Savassi,25/11/2022,S
2472,20.701.805/8935-96,Comércio de Peças Marajó EIRELI,Concessionária,Rio de Janeiro,RJ,Cambuí,2021-12-02,S
2473,61.503.359/8480-86,Mecânica Popular ME,Funilaria e pintura,Fortaleza,CE,Batel,2024-04-20,S
2474,78.532.101/3398-93,Comercial Paulista ME,E-commerce de peças,Goiânia,GO,Vila Madalena,2024-08-13,S
2475,90140565025787,Auto Elétrica Anhanguera S/A,Autopeças independente,Porto Alegre,RS,Aldeota,2024-06-17,S
2476,04.636.919/9183-86,Peças e Serviços do Sul LTDA ME,Funilaria e pintura,Goiânia,GO,Vila Madalena,2023-03-05,N
2477, 36771775296942 ,Rede Diamante S/A,Oficina mecânica,Manaus,AM,Higienópolis,2022-07-07,S
2478,41.245.277/0508-75,Comércio de Peças Veloz S/A,Concessionária,Rio de Janeiro,RJ,Higienópolis,2025-11-15,S
2479,78.950.139/1938-70,Comercial Paulista LTDA,Retífica de motores,Recife,PE,Asa Sul,2022-03-19,S
2480, 84382814046247 ,Comercial Fortaleza ME,Funilaria e pintura,Campinas,SP,Boa Viagem,2021-09-06,S
2481,30890345446843,CASA DAS PEÇAS CRUZEIRO EIRELI,Autopeças independente,Curitiba,PR,Pinheiros,2023-09-02,S
2482,77307909919984,Rede Nacional S/A,Retífica de motores,Rio de Janeiro,RJ,Savassi,2022-06-12,S
2483,35.625.762/1090-28,Peças e Serviços Fortaleza LTDA,Oficina mecânica,São Paulo,SP,Asa Sul,2024-07-11,S
2484,56630572756220,Centro Automotivo Rota S/A,Concessionária,Rio de Janeiro,RJ,Cambuí,2025-07-24,S
2485,13.760.720/3248-93,Importadora Rota LTDA ME,Auto center,São Paulo,SP,Asa Sul,2025-12-21,S
2486,85.324.148/4268-98,PEÇAS E SERVIÇOS GARRA LTDA ME,Auto center,Recife,PE,Setor Bueno,2021-08-01,S
2487,85.785.645/1924-27,Centro Automotivo Bandeirante S/A,Concessionária,Salvador,BA,Moema,2025-10-01,S
2488,28735118778634,LOJA BOSCH CAR LTDA ME,Auto center,Belo Horizonte,MG,Vila Madalena,2024-04-15,S
2489,71.031.887/2779-60,Comercial Central ME,Rede de autopeças,Goiânia,GO,Cambuí,2022-05-16,S
2490,57846221634651,Auto Center Nacional ME,Oficina mecânica,São Paulo,SP,Moema,2021-09-09,S
2491,38298790868651,Loja Vitória LTDA ME,Rede de autopeças,Rio de Janeiro,RJ,Ipanema,01/04/2023,S
2492, 67015522641246 ,MECÂNICA DIAMANTE S/A,Oficina mecânica,Goiânia,GO,Meireles,2022-07-28,S
2493,68.320.227/1131-80,Auto Center Central EIRELI,Autopeças independente,Rio de Janeiro,RJ,Cambuí,2025-06-12,S
2494,57734328239132,Auto Peças Real S/A,Funilaria e pintura,Salvador,BA,Asa Sul,2024-04-19,S
2495,59.808.469/8732-97,Mecânica Vitória LTDA ME,Oficina mecânica,Curitiba,PR,Meireles,2022-11-25,S
2496,24469845989090,Peças e Serviços Econômica LTDA ME,Autopeças independente,Campinas,SP,Jardins,2022-07-17,S
2497,64658899872444,Auto Parts Roda Livre S/A,Funilaria e pintura,Belo Horizonte,MG,Batel,2022-06-28,S
2498,92749390981122,Casa das Peças Pista ME,Oficina mecânica,São Paulo,SP,Bela Vista,2024-11-15,S
2499,68405416523700,COMERCIAL RODA LIVRE EIRELI,Auto center,Curitiba,PR,Jardins,2021-08-28,S
2500,22.607.347/8432-67,Casa das Peças Fênix ME,E-commerce de peças,Curitiba,PR,Jardins,2023-03-26,S
2501,23385437673058,Distribuidora Onix EIRELI,Retífica de motores,Curitiba,PR,Vila Madalena,2022-09-30,S
2502, 43121255889839 ,Comercial Apex LTDA,Autopeças independente,Belo Horizonte,MG,Batel,2023-09-23,S
2503,70.670.779/2445-47,Mecânica Central ME,Auto center,Salvador,BA,Ipanema,2022-11-04,S
2504,68731024264596,Auto Elétrica Rota EIRELI,E-commerce de peças,Manaus,AM,Meireles,2023-05-18,S
2505,90.358.587/2632-75,Auto Center Apex S/A,Auto center,São Paulo,SP,Setor Bueno,2024-06-23,S
2506,02387288073664,Loja Cruzeiro S/A,Autopeças independente,Manaus,AM,Centro,2021-06-24,S
2507,19.643.356/2395-02,Peças e Serviços Estrada LTDA,Retífica de motores,Campinas,SP,Centro,2024-04-05,N
2508,22.053.220/8939-56,Casa das Peças Aurora LTDA ME,Autopeças independente,Belo Horizonte,MG,Aldeota,24/05/2024,S
2509,14.782.475/9911-73,Auto Peças Master LTDA ME,Rede de autopeças,São Paulo,SP,Bela Vista,2025-10-07,S
2510,60273160350245,Retífica Pista LTDA,Funilaria e pintura,Manaus,AM,Ipanema,2024-08-01,S
2511,16945646866764,Auto Parts Bandeirante S/A,Retífica de motores,Porto Alegre,RS,Centro,2022-05-12,N
2512,13743784710738,Centro Automotivo Onix ME,Concessionária,São Paulo,SP,Vila Madalena,2025-03-04,S
2513,23345015417765,Comercial Garra LTDA,Rede de autopeças,Belo Horizonte,MG,Jardins,2022-01-30,N
2514,91186247939334,Loja Potência ME,Retífica de motores,Salvador,BA,Pinheiros,2021-10-27,S
2515,15558008757575,Auto Elétrica Pista ME,Funilaria e pintura,Curitiba,PR,Higienópolis,13/02/2024,S
2516, 70844468501381 ,Centro Automotivo Fortaleza EIRELI,E-commerce de peças,Curitiba,PR,Barra,2023-04-20,S
2517,45701773370106,Rede Max LTDA ME,Oficina mecânica,Recife,PE,Pituba,2024-10-16,S
2518,08.262.775/6999-06,Centro Automotivo Onix LTDA,Rede de autopeças,Rio de Janeiro,RJ,Ipanema,2024-07-18,S
2519,18289210758643,Comércio de Peças Fortaleza LTDA ME,Funilaria e pintura,Rio de Janeiro,RJ,Meireles,24/08/2022,S
2520,14928969186175,Auto Center Aurora EIRELI,Funilaria e pintura,Curitiba,PR,Pinheiros,2022-06-16,S
2521,22069925583003,Rede Rodovia ME,Auto center,Campinas,SP,Setor Bueno,16/09/2022,S
2522,08853488319272,Loja Brasil EIRELI,Auto center,Manaus,AM,Meireles,17/02/2022,S
2523,18167177110340,Centro Automotivo Ouro LTDA ME,Funilaria e pintura,Brasília,DF,Aldeota,2026-01-17,S
2524,17.918.480/0000-13,Auto Center Turbo EIRELI,Concessionária,Porto Alegre,RS,Centro,2026-06-16,S
2525,11392158192772,Auto Center Prime EIRELI,Auto center,São Paulo,SP,Moema,06/03/2023,S
2526,46891583365974,Distribuidora Pista LTDA ME,Retífica de motores,Manaus,AM,Savassi,2021-12-08,S
2527,90833826561978,Centro Automotivo Estrada LTDA ME,Retífica de motores,Manaus,AM,Savassi,2021-05-31,S
2528,92770866574865,Auto Parts Garra LTDA ME,Oficina mecânica,Goiânia,GO,Meireles,2022-02-23,S
2529,80075068233733,Auto Elétrica Max ME,E-commerce de peças,Campinas,SP,Higienópolis,2025-12-23,S
2530,70738546052173,Importadora Nova Era S/A,Autopeças independente,Salvador,BA,Higienópolis,2025-04-12,S
2531,88022955769308,Auto Elétrica do Sul LTDA ME,Auto center,Campinas,SP,Moema,2021-09-27,S
2532,90623154344919,Auto Elétrica do Sul S/A,Auto center,Campinas,SP,Setor Bueno,29/11/2021,S
2533, 71172498596343 ,Comercial Ultra LTDA,Autopeças independente,Recife,PE,Batel,2022-04-20,S
2534,67240896287013,Auto Center Ouro LTDA ME,Oficina mecânica,Manaus,AM,Moema,2023-11-14,S
2535,71045999207189,Casa das Peças Rodovia LTDA,Autopeças independente,Rio de Janeiro,RJ,Higienópolis,2021-08-01,S
2536,05034611734174,Centro Automotivo Apex EIRELI,Oficina mecânica,Recife,PE,Boa Viagem,2024-03-05,S
2537,55.916.491/5663-03,Rede Roda Livre S/A,Rede de autopeças,Curitiba,PR,Centro,2026-02-07,N
